school,state,district,postcode,lat,lon
SK PENDIDIKAN KHAS TAIPING,Perak,Larut Matang Dan Selama,34000,4.849527221,100.733408
SMK TAMAN TASIK,Perak,Larut Matang Dan Selama,34000,4.851559,100.755265
SMK ST. GEORGE,Perak,Larut Matang Dan Selama,34000,4.852421588,100.7376686
SJK(C) POAY CHEE,Perak,Larut Matang Dan Selama,34650,4.853006447,100.5606862
SJK(C) HUA LIAN (1),Perak,Larut Matang Dan Selama,34000,4.853900546,100.7246521
SJK(C) HUA LIAN (2),Perak,Larut Matang Dan Selama,34000,4.853905,100.724643
SK ST GEORGE 1,Perak,Larut Matang Dan Selama,34000,4.854053641,100.7354797
SK CONVENT AULONG,Perak,Larut Matang Dan Selama,34000,4.854088947,100.7120257
SM SAINS RAJA TUN AZLAN SHAH,Perak,Larut Matang Dan Selama,34000,4.854119548,100.7550455
SK KING EDWARD VII (1),Perak,Larut Matang Dan Selama,34000,4.854195704,100.7389807
SJK(C) AULONG,Perak,Larut Matang Dan Selama,34000,4.854790663,100.712289
SMK KING EDWARD VII,Perak,Larut Matang Dan Selama,34000,4.856415,100.735612
SMK DARUL RIDWAN,Perak,Larut Matang Dan Selama,34007,4.856834,100.723285
SMK (P) TREACHER METHODIST,Perak,Larut Matang Dan Selama,34000,4.860178475,100.7429026
SMK HUA LIAN,Perak,Larut Matang Dan Selama,34008,4.861010834,100.7517344
SK ASAM KUMBANG,Perak,Larut Matang Dan Selama,34000,4.861751,100.721487
SMK KLIAN PAUH,Perak,Larut Matang Dan Selama,34000,4.862468196,100.7510864
SK KLIAN PAUH,Perak,Larut Matang Dan Selama,34000,4.862484,100.750321
SK (P) TREACHER METHODIST,Perak,Larut Matang Dan Selama,34000,4.862765,100.75351
SK KING EDWARD VII (2),Perak,Larut Matang Dan Selama,34000,4.863091572,100.7542449
SK SULTAN YUSSUF AMDR,Perak,Larut Matang Dan Selama,34000,4.865003932,100.7508253
SMK TAMAN PANGLIMA,Perak,Larut Matang Dan Selama,34000,4.873000032,100.7206137
SK TAMAN PANGLIMA,Perak,Larut Matang Dan Selama,34000,4.873325,100.7217
SK TAMAN PALMA,Perak,Larut Matang Dan Selama,34600,4.881327,100.713692
SMK KAMUNTING BAKTI,Perak,Larut Matang Dan Selama,34600,4.88223,100.695605
SK ALL SAINTS',Perak,Larut Matang Dan Selama,34600,4.888107,100.731399
SABK MAAHAD AL-KHAIR LIL BANAT,Perak,Larut Matang Dan Selama,34600,4.888673358,100.7240183
SK LONG JAAFAR,Perak,Larut Matang Dan Selama,34600,4.888683143,100.7293195
SJK(C) PHUI CHOI,Perak,Larut Matang Dan Selama,34600,4.88919,100.734247
SK TAMAN JANA,Perak,Larut Matang Dan Selama,34600,4.890323581,100.7382895
SK AYER PUTEH,Perak,Larut Matang Dan Selama,34700,4.897269705,100.6807767
KOLEJ VOKASIONAL TAIPING,Perak,Larut Matang Dan Selama,34600,4.897609191,100.7319766
SK KAMUNTING,Perak,Larut Matang Dan Selama,34600,4.899259,100.724711
SMK KAMUNTING,Perak,Larut Matang Dan Selama,34600,4.901637,100.720172
SJK(T) KAMUNTING,Perak,Larut Matang Dan Selama,34600,4.903906124,100.7202668
SK BUKIT JANA,Perak,Larut Matang Dan Selama,34600,4.904684,100.733085
SMK BUKIT JANA,Perak,Larut Matang Dan Selama,34600,4.905880501,100.7332663
SJK(T) LADANG SIN WAH,Perak,Larut Matang Dan Selama,34600,4.916261805,100.7195954
SK KAMPONG PERAK,Perak,Larut Matang Dan Selama,34500,4.937214575,100.8121718
SK SRI KURAU,Perak,Larut Matang Dan Selama,34500,4.942288091,100.7839353
SMK KAMPONG PERAK,Perak,Larut Matang Dan Selama,34500,4.944836,100.811623
SK KAMPUNG REPOH,Perak,Larut Matang Dan Selama,34500,4.948593682,100.8203953
SK ULU SEPETANG,Perak,Larut Matang Dan Selama,34010,4.964097403,100.731013
SJK(T) ULU SEPETANG,Perak,Larut Matang Dan Selama,34010,4.96474829,100.7319577
SABK SYUBBANIAH,Perak,Larut Matang Dan Selama,34500,4.97225927,100.7994624
SK TOH SAJAK,Perak,Larut Matang Dan Selama,34500,4.974575035,100.7940337
SK BATU KURAU,Perak,Larut Matang Dan Selama,34500,4.974720194,100.7962921
SMK DATO KAMARUDDIN,Perak,Larut Matang Dan Selama,34500,4.975530995,100.8027141
SJK(C) KWONG MAN,Perak,Larut Matang Dan Selama,34500,4.97593423,100.7971834
SJK(T) PONDOK TANJUNG,Perak,Larut Matang Dan Selama,34010,5.005583026,100.7249782
SK JELAI,Perak,Larut Matang Dan Selama,34520,5.012584012,100.8113659
SJK(C) PHOOI WAH,Perak,Larut Matang Dan Selama,34520,5.012715859,100.8099066
SMK JELAI,Perak,Larut Matang Dan Selama,34520,5.016407249,100.8026416
SK PONDOK TANJONG,Perak,Larut Matang Dan Selama,34010,5.018144749,100.7320861
SK KAMPUNG YAMAN,Perak,Larut Matang Dan Selama,34520,5.033676738,100.7900489
SK KAMPUNG RELANG,Perak,Larut Matang Dan Selama,34520,5.036549467,100.8141036
SK KAMPUNG GUDANG,Perak,Larut Matang Dan Selama,34520,5.041120215,100.8062557
SK SUNGAI ARA,Perak,Larut Matang Dan Selama,34520,5.073203704,100.8245417
SK PANTAI BESAR,Perak,Larut Matang Dan Selama,34520,5.086145,100.841318
SJK(T) LADANG STOUGHTON,Perak,Larut Matang Dan Selama,34510,5.106460791,100.770384
SK (RTBK) PONDOK TANJONG,Perak,Larut Matang Dan Selama,34130,5.107028,100.714919
SMK REDANG PANJANG,Perak,Larut Matang Dan Selama,34510,5.113209,100.771
SJK(C) REDANG PANJANG,Perak,Larut Matang Dan Selama,34510,5.114303,100.78311
SJK(T) LADANG HOLYROOD,Perak,Larut Matang Dan Selama,34000,5.121381,100.710651
SK HAJI WAN JAAFAR,Perak,Larut Matang Dan Selama,34510,5.133514418,100.833112
SK BAGAN BAHARU,Perak,Larut Matang Dan Selama,34510,5.134130571,100.7504915
SJK(T) LADANG MALAYA,Perak,Larut Matang Dan Selama,34100,5.135505,100.697764
SK SUNGAI JERNIH,Perak,Larut Matang Dan Selama,34510,5.14126075,100.8668901
SK TEBING TINGGI,Perak,Larut Matang Dan Selama,34130,5.146731005,100.6560241
SMK KUBU GAJAH,Perak,Larut Matang Dan Selama,34130,5.157881,100.683215
SK SULTAN IDRIS II,Perak,Larut Matang Dan Selama,34120,5.163502968,100.7645545
SK SUNGAI DENDANG,Perak,Larut Matang Dan Selama,34130,5.16965565,100.7076081
SJK(C) SUNGAI TERAP,Perak,Larut Matang Dan Selama,34100,5.20521,100.683414
SK ULU MENGKUANG,Perak,Larut Matang Dan Selama,34140,5.212918998,100.7649276
SMK DATO' HJ HUSSEIN,Perak,Larut Matang Dan Selama,34100,5.213913,100.692678
SJK(C) CHI SHENG (1),Perak,Larut Matang Dan Selama,34100,5.219375,100.69144
SK SELAMA,Perak,Larut Matang Dan Selama,34100,5.22016,100.695928
SJK(T) SELAMA,Perak,Larut Matang Dan Selama,34100,5.222207,100.688745
SK SRI SELAMA,Perak,Larut Matang Dan Selama,34100,5.22222,100.690128
SK RANTAU PANJANG,Perak,Larut Matang Dan Selama,34140,5.238718,100.729812
SJK(C) CHI SHENG (2),Perak,Larut Matang Dan Selama,34140,5.240623,100.731452
SK BANGGOL JAS,Perak,Larut Matang Dan Selama,34140,5.250827315,100.7570299
SMK SUNGAI BAYOR,Perak,Larut Matang Dan Selama,34140,5.250940394,100.7558601
SK SUNGAI BAYOR,Perak,Larut Matang Dan Selama,34140,5.251618491,100.7808088
SK TOH RAKNA SAKTI,Perak,Larut Matang Dan Selama,34140,5.258523421,100.7588202
SK SUNGAI SIPUTEH,Perak,Larut Matang Dan Selama,34140,5.264846777,100.8186389
SK BUKIT BERTAM,Perak,Larut Matang Dan Selama,34140,5.3165,100.7465
SJK(T) KAMPUNG KAYAN,Perak,Manjung,32030,4.044961,100.798046
SK KAYAN,Perak,Manjung,32030,4.045690023,100.7979298
SK SUNGAI TIRAM,Perak,Manjung,32020,4.10763,100.76602
SMK BATU SEPULUH,Perak,Manjung,32020,4.126308314,100.770362
MAAHAD ISLAHIAH ADDINIAH,Perak,Manjung,32020,4.127452,100.764625
SK LEKIR,Perak,Manjung,32020,4.147191074,100.7211418
SK BATU SEPULUH,Perak,Manjung,32020,4.153824,100.717833
SK MUHAMMAD SAMAN,Perak,Manjung,32040,4.169197,100.689698
SK KPG. DATO' SERI KAMARUDDIN,Perak,Manjung,32040,4.182197003,100.6499159
KOLEJ VOKASIONAL SERI MANJUNG,Perak,Manjung,32040,4.183185417,100.6637541
SMK KG. DATO' SERI KAMARUDDIN,Perak,Manjung,32040,4.184534,100.653659
SMK SERI MANJUNG,Perak,Manjung,32040,4.18688184,100.664386
SJK(C) UK DIH,Perak,Manjung,32000,4.187283096,100.7045904
SK SERI MANJUNG,Perak,Manjung,32040,4.188247,100.662883
SJK(C) UK ING,Perak,Manjung,32000,4.193346569,100.6851633
SJK(C) CHINESE NATIONAL,Perak,Manjung,32000,4.195053484,100.6986681
SK METHODIST (ACS),Perak,Manjung,32000,4.196388573,100.7017805
SK GUGUSAN LEKIR,Perak,Manjung,32000,4.196446,100.756213
SMK METHODIST (ACS),Perak,Manjung,32000,4.197548,100.701512
SJK(T) MUKIM PUNDUT,Perak,Manjung,32200,4.199468,100.652485
SK SERI BAYU,Perak,Manjung,32040,4.199762,100.652998
SJK(C) CHIEN HUA,Perak,Manjung,32010,4.202358935,100.7284496
SMK NAN HWA,Perak,Manjung,32000,4.203540982,100.6998911
SK ST. FRANCIS,Perak,Manjung,32000,4.207095,100.696827
SMK SERI SAMUDERA,Perak,Manjung,32040,4.207109,100.657707
SMK CONVENT,Perak,Manjung,32000,4.207716008,100.6986386
SMK PANGKOR,Perak,Manjung,32300,4.207871,100.559939
SK SERI SAMUDERA,Perak,Manjung,32040,4.208151,100.661125
SK CONVENT,Perak,Manjung,32000,4.208158416,100.6985366
SK SERI SITIAWAN,Perak,Manjung,32040,4.208274391,100.6570458
SK DATO' ISHAK,Perak,Manjung,32200,4.208738,100.620306
SJK(C) CHUNG CHENG,Perak,Manjung,32000,4.20986509,100.6984351
SMK DINDINGS,Perak,Manjung,32200,4.211425,100.636654
SK SERI PANGKOR,Perak,Manjung,32300,4.211426,100.572868
SJK(C) PING MIN,Perak,Manjung,32200,4.211616108,100.6365136
SJK(C) HWA LIAN (1),Perak,Manjung,32300,4.212684942,100.5611895
SK SERI SELAMAT,Perak,Manjung,32000,4.213717345,100.700283
SJK(T) MAHA GANESA VIDDYASALAI,Perak,Manjung,32000,4.213932045,100.6980392
SK PANGKALAN TLDM,Perak,Manjung,32100,4.214277,100.617393
SMK TOK PERDANA,Perak,Manjung,32000,4.214938129,100.7013809
SMK PANGKALAN TLDM,Perak,Manjung,32100,4.2153,100.61687
SK PANGKALAN TLDM II,Perak,Manjung,32100,4.215815,100.619134
SJK(C) HWA LIAN (2),Perak,Manjung,32300,4.219785,100.574504
SK SIMPANG EMPAT,Perak,Manjung,32000,4.22035,100.69491
SJK(T) PANGKOR,Perak,Manjung,32300,4.222181245,100.574911
SMK AHMAD BOESTAMAM,Perak,Manjung,32000,4.223651899,100.6928979
SJK(C) PEKAN GURNEY,Perak,Manjung,32010,4.224031815,100.7465467
SK LUMUT,Perak,Manjung,32200,4.230752,100.627343
SK METHODIST (ACS),Perak,Manjung,32200,4.233868966,100.6325638
SJK(C) ENG LING,Perak,Manjung,32200,4.235203,100.634651
SK SITIAWAN,Perak,Manjung,32000,4.237376909,100.6899547
SJK(T) LADANG SG WANGI II,Perak,Manjung,32000,4.239254,100.71271
SJK(C) KUR SENG,Perak,Manjung,32000,4.241287826,100.6919544
SJK(C) SIMPANG LIMA,Perak,Manjung,32010,4.246962,100.758922
SJK(T) LADANG WALBROOK,Perak,Manjung,32000,4.2581,100.7188
SK SUNGAI WANGI,Perak,Manjung,32400,4.26068,100.727487
SJK(T) KAMPUNG COLUMBIA,Perak,Manjung,32400,4.274371,100.731247
SK NAKHODA MUHAMMAD TAIB,Perak,Manjung,32200,4.278504,100.624957
SMK AMBROSE,Perak,Manjung,32400,4.290441,100.751374
SJK(C) KOK MING,Perak,Manjung,32400,4.293385,100.675061
SK KAMPUNG BAHARU,Perak,Manjung,32400,4.293653037,100.6707639
SJK(C) AYER TAWAR,Perak,Manjung,32400,4.294299439,100.7613762
SJK(T) AYER TAWAR,Perak,Manjung,32400,4.294859,100.754835
SMK AYER TAWAR,Perak,Manjung,32400,4.296246886,100.7567902
SK SUNGAI RAMAI,Perak,Manjung,32400,4.298834,100.744207
SJK(C) MIN TE,Perak,Manjung,32400,4.300560019,100.7602573
SJK(T) LADANG AYER TAWAR,Perak,Manjung,32400,4.30312,100.71164
SMK METHODIST,Perak,Manjung,32400,4.306314,100.7629
SK METHODIST,Perak,Manjung,32400,4.306503055,100.7623328
SJK(T) LADANG CASHWOOD,Perak,Manjung,32400,4.321599392,100.6885896
SK AYER TAWAR,Perak,Manjung,32400,4.322562454,100.7730772
SK TELAGA NENAS,Perak,Manjung,32400,4.324030229,100.6662925
SJK(C) PEI MIN,Perak,Manjung,32400,4.336647036,100.7514313
SJK(T) KAMPONG TUN SAMBANTHAN,Perak,Manjung,32400,4.336969109,100.7036314
SJK(C) KAMPONG MERBAU,Perak,Manjung,32400,4.337735,100.74886
SJK(C) PEI MIN,Perak,Manjung,32200,4.34647,100.625128
SJK(C) KAMPUNG JERING,Perak,Manjung,32400,4.347858734,100.7800617
SK CHANGKAT CHERMIN,Perak,Manjung,32400,4.348482,100.817463
SK SEGARI,Perak,Manjung,32200,4.350092939,100.6253635
SJK(C) KHUEN HEAN,Perak,Manjung,32500,4.379543841,100.6889466
SJK(T) LADANG SOGOMANA,Perak,Manjung,32500,4.390451,100.694866
SK GELONG GAJAH,Perak,Manjung,32700,4.411288575,100.7784159
SK LADANG HUNTLY,Perak,Manjung,32500,4.415320157,100.6946224
SJK(T) LADANG HUNTLY,Perak,Manjung,34900,4.431420967,100.6977904
SJK(C) SUNGAI BATU,Perak,Manjung,34900,4.432133366,100.6560503
SK SUNGAI BATU,Perak,Manjung,34900,4.434292794,100.6254004
SMK PANTAI REMIS,Perak,Manjung,34900,4.447700208,100.640636
SK PANTAI REMIS,Perak,Manjung,34900,4.450634824,100.6316939
SJK(C) TIT BIN,Perak,Manjung,34900,4.45984,100.630129
SK PENGKALAN BAHARU,Perak,Manjung,34900,4.478546,100.634395
SK KAMPUNG KOTA,Perak,Manjung,32700,4.479139195,100.7844878
SJK(T) PENGKALAN BARU,Perak,Manjung,34900,4.480955179,100.6420497
SMK DATO' IDRIS,Perak,Manjung,34900,4.48638,100.64079
SMK RAJA SHAHRIMAN,Perak,Manjung,32700,4.494887,100.788896
SK GANGGA,Perak,Manjung,32700,4.497233227,100.7854445
SK BERUAS,Perak,Manjung,32700,4.498995,100.786063
SJK(C) PEI CHING,Perak,Manjung,32700,4.499848,100.781547
SK DENDANG,Perak,Manjung,32700,4.502661886,100.8154582
SJK(T) BERUAS,Perak,Manjung,32700,4.503277162,100.7669395
SMK CHANGKAT BERUAS,Perak,Manjung,32700,4.506187693,100.7677988
SK PANCHOR,Perak,Manjung,34900,4.51905,100.65083
SJK(C) YEN MIN,Perak,Manjung,34900,4.52786632,100.6397246
SJK(C) CHUNG SIN,Perak,Muallim,35900,3.684052,101.520456
SK METHODIST,Perak,Muallim,35900,3.684934246,101.5217153
SMK METHODIST,Perak,Muallim,35900,3.685822,101.52119
SJK(T) TAN SRI DATO' MANICKAVASAGAM,Perak,Muallim,35900,3.6868965,101.5177389
SMK KATHOLIK,Perak,Muallim,35900,3.692033,101.52532
SK TANJONG MALIM,Perak,Muallim,35900,3.694304529,101.5147553
SMK KHIR JOHARI,Perak,Muallim,35900,3.695466,101.518125
SJK(T) LADANG KATOYANG,Perak,Muallim,35900,3.709525,101.493552
SK DATUK NAN KAYA,Perak,Muallim,35900,3.710291499,101.4823836
SK BESOUT 5,Perak,Muallim,35600,3.717987,101.29667
SJK(T) LADANG BEHRANG RIVER,Perak,Muallim,35900,3.722436,101.480724
SK BANDAR BEHRANG 2020,Perak,Muallim,35900,3.729667,101.478889
SMK BANDAR BEHRANG 2020,Perak,Muallim,35900,3.729753,101.479855
SMK PROTON CITY,Perak,Muallim,35900,3.743103,101.539077
SJK(C) PHIN MIN,Perak,Muallim,35950,3.743754796,101.4487345
SK PROTON CITY,Perak,Muallim,35900,3.744439,101.537677
SK DATO KAMARUDDIN,Perak,Muallim,35950,3.747120004,101.4523506
SJK(C) BEHRANG ULU,Perak,Muallim,35910,3.75595,101.496792
SK BEHRANG,Perak,Muallim,35950,3.777975,101.499392
SK SUNGAI BEHRANG,Perak,Muallim,35820,3.779742562,101.4594925
SK BESOUT 4,Perak,Muallim,35600,3.782196113,101.275936
SMK AGAMA SLIM RIVER,Perak,Muallim,35800,3.794157528,101.4342982
SK KUALA SLIM,Perak,Muallim,35800,3.807985,101.362586
KOLEJ VOKASIONAL SLIM RIVER,Perak,Muallim,35800,3.822907,101.397814
SMK SLIM,Perak,Muallim,35800,3.824957174,101.4009821
SK AMINUDIN BAKI,Perak,Muallim,35800,3.827183809,101.4030796
SK BALUN,Perak,Muallim,35820,3.827904714,101.4238986
SJK(T) SLIM RIVER,Perak,Muallim,35800,3.832269318,101.400348
SJK(C) CHIN HUA,Perak,Muallim,35800,3.832999367,101.4003641
SK SLIM RIVER,Perak,Muallim,35800,3.834282,101.404382
SMK DATO ZULKIFLI MUHAMMAD,Perak,Muallim,35800,3.836137072,101.3982411
SJK(T) LADANG CLUNY,Perak,Muallim,35800,3.844959,101.435936
SK SLIM VILLAGE,Perak,Muallim,35800,3.849851088,101.4720978
SJK(T) SLIM VILLAGE,Perak,Muallim,35800,3.850516981,101.4798343
SJK(C) HO PIN,Perak,Muallim,35800,3.850721,101.47924
SJK(T) TROLAK,Perak,Muallim,35700,3.891519047,101.3753828
SK ULU SLIM,Perak,Muallim,35800,3.897424,101.497456
SK POS BERSIH,Perak,Muallim,35800,3.932278,101.508109
SK TROLAK TIMUR,Perak,Muallim,35700,3.939607,101.415223
SK POS TENAU,Perak,Muallim,35800,4.0711,101.540034
SK SUNGAI BESAR,Perak,Perak Tengah,36810,3.981150221,100.8723354
SK KOTA SETIA,Perak,Perak Tengah,36000,4.021683082,100.87194
SK SUNGAI RANGGAM,Perak,Perak Tengah,36810,4.03937,100.90546
SMK SUNGAI RANGGAM,Perak,Perak Tengah,36810,4.042671,100.90536
SK BANDAR,Perak,Perak Tengah,36800,4.093751,101.006245
SMK SULTAN ABDUL JALIL SHAH,Perak,Perak Tengah,36000,4.100570117,100.9511408
SK SEBERANG PERAK,Perak,Perak Tengah,36000,4.101589814,100.951957
SK CHANGKAT LADA 3,Perak,Perak Tengah,36800,4.127610397,100.9032742
SK SERI CEMPAKA,Perak,Perak Tengah,36800,4.133668144,100.9002437
SK CHANGKAT LADA 2,Perak,Perak Tengah,36800,4.139353282,100.8933261
SMK CHANGKAT LADA,Perak,Perak Tengah,36800,4.140687121,100.8947206
SK PASIR PANJANG ULU,Perak,Perak Tengah,36800,4.143734492,100.99091
SK BANDAR TUA,Perak,Perak Tengah,36800,4.148407,100.973219
SK PULAU JUAR,Perak,Perak Tengah,36800,4.158353995,100.9744378
SK TOK PELITA,Perak,Perak Tengah,36800,4.171956955,100.9479334
SMK DATO' SERI MAHARAJA LELA,Perak,Perak Tengah,36800,4.18043603,100.9433198
SK SELAT PULAU,Perak,Perak Tengah,36800,4.180690386,100.926349
SK SRI CHANGKAT,Perak,Perak Tengah,31800,4.187479421,101.0740584
MAAHAD EHYAK DINIAH ISLAMIAH,Perak,Perak Tengah,36800,4.190006,100.944793
SK DATO' SAGOR,Perak,Perak Tengah,36800,4.192850664,100.9506691
SK TANJONG BIDARA,Perak,Perak Tengah,36800,4.20625,100.912243
SK CHENDERONG KELUBI,Perak,Perak Tengah,31800,4.219349,101.077915
SK BALUN BIDAI,Perak,Perak Tengah,36800,4.22053,100.99211
SK PULAU TIGA KIRI,Perak,Perak Tengah,36800,4.225747,100.917785
SK RAJA CHULAN,Perak,Perak Tengah,36800,4.22732993,100.9257176
SK PASIR KUBU,Perak,Perak Tengah,36800,4.245195967,100.9053258
SK TOH PADUKA RAJA,Perak,Perak Tengah,36800,4.245756982,100.9164316
SMK LAMBOR KIRI,Perak,Perak Tengah,32900,4.250162,100.896955
SK SUNGAI GALAH,Perak,Perak Tengah,31800,4.251467496,101.0266564
SK LAMBOR KANAN,Perak,Perak Tengah,32900,4.268012816,100.9035207
SK LAMBOR KIRI,Perak,Perak Tengah,32900,4.27149867,100.8968455
SMK SULTAN MUZAFAR SHAH 1,Perak,Perak Tengah,32600,4.273778652,100.9049809
SK BAKONG,Perak,Perak Tengah,32900,4.293903,100.89304
SK TELOK BAKONG,Perak,Perak Tengah,32900,4.297359477,100.9053033
SK TELUK KEPAYANG,Perak,Perak Tengah,32600,4.320671,100.879256
SK FELCRA NASARUDDIN,Perak,Perak Tengah,32600,4.322522379,100.9526178
SK SUAK PADI,Perak,Perak Tengah,32600,4.323669,100.930451
SK PADANG CHANGKAT,Perak,Perak Tengah,32600,4.326583394,100.9071746
SK SERIKAYA,Perak,Perak Tengah,32600,4.332610354,100.8797826
SK BOTA KANAN,Perak,Perak Tengah,32600,4.348235,100.883799
SMK DATO' ABDUL RAHMAN YAAKUB,Perak,Perak Tengah,32600,4.350516992,100.8839655
SK ISKANDAR PERDANA,Perak,Perak Tengah,32610,4.351259,100.965071
SK BOTA KIRI,Perak,Perak Tengah,32600,4.356938201,100.8713613
SMK AGAMA SULTAN AZLAN SHAH,Perak,Perak Tengah,32600,4.360904735,100.9427966
SK TITI GANTONG,Perak,Perak Tengah,32600,4.361255,100.835257
SMK SERI LONDANG,Perak,Perak Tengah,32600,4.364338,100.822286
SK CIKGU MIOR SHAHARUDDIN,Perak,Perak Tengah,32600,4.364671773,100.8952667
SMK SERI ISKANDAR,Perak,Perak Tengah,32610,4.365983119,100.9514625
SK SERI ISKANDAR,Perak,Perak Tengah,32610,4.36604,100.953847
KOLEJ VOKASIONAL SERI ISKANDAR,Perak,Perak Tengah,32610,4.367086492,100.9448682
SK PULAU PADANG,Perak,Perak Tengah,32600,4.374792395,100.8924461
SK LAYANG-LAYANG KANAN,Perak,Perak Tengah,32800,4.400417723,100.8886526
SK LAYANG-LAYANG KIRI,Perak,Perak Tengah,32800,4.402635656,100.8811486
SMK LAYANG-LAYANG KIRI,Perak,Perak Tengah,32800,4.40500506,100.8779659
SK PASIR GAJAH,Perak,Perak Tengah,32800,4.442941566,100.8995284
SK BUKIT CHUPAK,Perak,Perak Tengah,32800,4.443609596,100.9060889
SJK(T) LADANG GLENEALY,Perak,Perak Tengah,32800,4.465336,100.924435
SMK SULTAN MUHAMMAD SHAH,Perak,Perak Tengah,32800,4.472179,100.909171
SMK ISKANDAR SHAH,Perak,Perak Tengah,32800,4.474226,100.911229
SK ISKANDAR SHAH,Perak,Perak Tengah,32800,4.475097646,100.9116558
SMA MAAHAD AL AZIZ,Perak,Perak Tengah,32800,4.475274392,100.9088799
SK BELANJA,Perak,Perak Tengah,32800,4.478478458,100.9045592
SK PARIT,Perak,Perak Tengah,32800,4.478842987,100.9124198
SJK(C) CHUNG HWA,Perak,Perak Tengah,32800,4.478928369,100.9099679
SK LENGKUAS,Perak,Perak Tengah,32800,4.490176,100.951648
SK CHANGKAT BANJAR,Perak,Perak Tengah,32800,4.498897044,100.887573
SK TANJONG BELANJA,Perak,Perak Tengah,32800,4.50857072,100.9218915
SJK(T) LADANG SERAPOH,Perak,Perak Tengah,32810,4.52226,100.890001
SJK(T) LADANG BULOH AKAR,Perak,Perak Tengah,32810,4.522525381,100.874456
SK SIMPANG TIGA,Perak,Perak Tengah,32800,4.528300349,100.8652472
SK TEPUS,Perak,Perak Tengah,32800,4.52888437,100.9338184
SK CHOPIN,Perak,Perak Tengah,32800,4.543342682,100.9216609
SK SUNGAI PERAH,Perak,Perak Tengah,32800,4.546193,100.950584
SK TELOK PERANG,Perak,Perak Tengah,32800,4.556645075,100.9134072
SJK(C) CHIN HUN,Perlis,Perlis,02800,6.261988889,100.196225
SK SANGLANG,Perlis,Perlis,02800,6.28568,100.202
SK PADANG KERIA,Perlis,Perlis,02800,6.2896,100.185
SMK SANGLANG,Perlis,Perlis,02800,6.29835,100.204125
SK DATO AHMAD MUSA,Perlis,Perlis,02700,6.316575,100.1765556
SMK SYED SAFFI,Perlis,Perlis,02700,6.331422222,100.1918917
SK KAMPONG SERDANG,Perlis,Perlis,02700,6.33405,100.229
SK SUNGAI BARU,Perlis,Perlis,02700,6.33506,100.165
SK SIMPANG AMPAT,Perlis,Perlis,02700,6.338469444,100.1892667
SJK(C) SIMPANG EMPAT,Perlis,Perlis,02700,6.34143,100.188
SK SUNGAI BEREMBANG,Perlis,Perlis,02000,6.358569444,100.1644556
SK RAJA PEREMPUAN BUDRIAH,Perlis,Perlis,02700,6.363069444,100.2614778
SEKOLAH AGAMA AL-ISLAHIYAH (MENENGAH),Perlis,Perlis,02700,6.366441438,100.1831062
SEKOLAH AGAMA AL-ISLAHIYAH (RENDAH),Perlis,Perlis,02700,6.367080556,100.1834972
SK BOHOR MALI,Perlis,Perlis,02700,6.369953,100.184001
SK UJONG BATU,Perlis,Perlis,01000,6.374672222,100.204275
SK TAMBUN TULANG,Perlis,Perlis,02600,6.37651,100.24
SMK SYED AHMAD,Perlis,Perlis,02600,6.382533333,100.24545
SK CHANGKAT JAWI,Perlis,Perlis,02600,6.38449,100.274
SK PADANG BESAR SELATAN,Perlis,Perlis,02000,6.38703,100.151
SK LONG BOH,Perlis,Perlis,02700,6.392405556,100.2272472
SMK SYED ALWI,Perlis,Perlis,01000,6.395158333,100.1830778
SK KAYANG,Perlis,Perlis,02000,6.395266667,100.1785972
SMK KUALA PERLIS,Perlis,Perlis,02000,6.39535,100.136
SJK(C) CHOON SIEW,Perlis,Perlis,02000,6.39857,100.134
SK KUALA PERLIS,Perlis,Perlis,02000,6.39941,100.133
SK UTAN AJI,Perlis,Perlis,01000,6.399541667,100.2035111
SK JELEMPOK,Perlis,Perlis,02600,6.404188889,100.2863694
SJK(C) KHAY BENG,Perlis,Perlis,02000,6.410047222,100.1323361
SK SEBERANG RAMAI,Perlis,Perlis,02000,6.41028,100.131
SK TITI TO' BANDAR,Perlis,Perlis,01000,6.41304,100.17
SK JALAN RAJA SYED ALWI,Perlis,Perlis,01000,6.418205556,100.1993722
SMK ARAU,Perlis,Perlis,02600,6.4238,100.276
SK ARAU,Perlis,Perlis,02600,6.42497,100.275
SK INSTITUT PENDIDIKAN GURU MALAYSIA,Perlis,Perlis,01000,6.425336111,100.2206639
SK PANGGAU,Perlis,Perlis,01000,6.42549,100.159
SM SAINS TUANKU SYED PUTRA,Perlis,Perlis,01000,6.426769444,100.2161694
SJK(C) HWA AIK,Perlis,Perlis,02600,6.427247222,100.2737028
SMK DATO' ALI AHMAD,Perlis,Perlis,01000,6.428135,100.173677
SJK(C) KHOON AIK,Perlis,Perlis,01000,6.429897222,100.196675
SMK PERLIS,Perlis,Perlis,01000,6.43061,100.198
SK DATO WAN AHMAD,Perlis,Perlis,01000,6.432302778,100.1874889
SMA AL MADRASAH AL ALAWIYAH AD DINIAH,Perlis,Perlis,02600,6.432719444,100.2691944
SK PENDIDIKAN KHAS PERLIS,Perlis,Perlis,01000,6.432805556,100.1873806
SK SERI PERLIS,Perlis,Perlis,01000,6.432922222,100.1945167
SMK AGAMA ARAU,Perlis,Perlis,02600,6.435883333,100.2731583
SK TENGKU BUDRIAH,Perlis,Perlis,02600,6.436405556,100.2678694
